episode_reward,frame,value
-0.05,519680,-0.6607786417007446
0.0,520320,-0.6934175491333008
-0.05,520960,-0.6849477887153625
0,521600,-0.6937527656555176
0.0,522240,-0.7041105031967163
0.0,522880,-0.68198561668396
0.0,523520,-0.6756887435913086
0.0,524160,-0.6742374300956726
0.0,524800,-0.6464295387268066
0.0,525440,-0.6434223055839539
0.0,526080,-0.6196115016937256
0.0,526720,-0.6086397171020508
0.0,527360,-0.5960899591445923
0.0,528000,-0.6200177073478699
0.0,528640,-0.6135241985321045
0.0,529280,-0.6204150319099426
0.0,529920,-0.6055318117141724
0.0,530560,-0.614706814289093
0.0,531200,-0.663322389125824
0.0,531840,-0.7000578045845032
0.0,532480,-0.7080122828483582
0.0,533120,-0.6992539167404175
-0.05,533760,-0.6691839694976807
-0.05,534400,-0.6556047797203064
0.0,535040,-0.6453673839569092
0.0,535680,-0.6442379951477051
-0.05,536320,-0.6392921805381775
0.0,536960,-0.6665560007095337
0.0,537600,-0.6557214260101318
0.0,538240,-0.658806562423706
0.0,538880,-0.6505226492881775
-0.05,539520,-0.6323046088218689
0.0,540160,-0.6481319665908813
-0.05,540800,-0.6482425928115845
0.0,541440,-0.6500930786132812
0.0,542080,-0.6426646709442139
-0.05,542720,-0.6403579711914062
-0.05,543360,-0.6554197669029236
-0.05,544000,-0.659705638885498
-0.1,544640,-0.6631879210472107
0.0,545280,-0.6858941912651062
0.0,545920,-0.6518709063529968
0.0,546560,-0.6527111530303955
0.0,547200,-0.6437089443206787
-0.05,547840,-0.6517231464385986
-0.05,548480,-0.6540974974632263
0,549120,-0.6741116046905518
0.0,549760,-0.6959846019744873
0.0,550400,-0.6971609592437744
0.0,551040,-0.7080521583557129
0.0,551680,-0.7045645117759705
0.0,552320,-0.7012909650802612
0.0,552960,-0.7201148867607117
0.0,553600,-0.7465384006500244
0.0,554240,-0.7685357332229614
-0.1,554880,-0.7649537920951843
0.0,555520,-0.7624528408050537
0.0,556160,-0.7428122758865356
0.0,556800,-0.7403124570846558
0.0,557440,-0.7518319487571716
0.0,558080,-0.7242363691329956
0.0,558720,-0.7371377944946289
0.0,559360,-0.7335521578788757
0.0,560000,-0.7315871119499207
0.0,560640,-0.7215180397033691
0.0,561280,-0.7403110265731812
0.0,561920,-0.7141849398612976
0.0,562560,-0.7139150500297546
-0.1,563200,-0.693828821182251
-0.1,563840,-0.6917368173599243
-0.05,564480,-0.7141807079315186
0.05,565120,-0.7095296382904053
0.0,565760,-0.723548412322998
0.0,566400,-0.703478991985321
-0.1,567040,-0.7082890272140503
-0.1,567680,-0.7290980815887451
0.0,568320,-0.7543090581893921
0.0,568960,-0.7600125074386597
0.0,569600,-0.7775824069976807
0.0,570240,-0.7336410284042358
-0.05,570880,-0.6968725919723511
0.0,571520,-0.6805688738822937
-0.05,572160,-0.6665641069412231
0.0,572800,-0.6799626350402832
0.0,573440,-0.6791316866874695
0.0,574080,-0.6797329783439636
0.0,574720,-0.6897878646850586
0.0,575360,-0.6769440770149231
0.0,576000,-0.692602813243866
0.0,576640,-0.7175762057304382
0.0,577280,-0.712954044342041
0.0,577920,-0.7048789858818054
0.0,578560,-0.718820333480835
0.0,579200,-0.7117621898651123
0.0,579840,-0.6691058874130249
-0.05,580480,-0.6642633676528931
-0.05,581120,-0.6782671809196472
0.0,581760,-0.7592012882232666
0.0,582400,-0.765204668045044
-0.05,583040,-0.731634795665741
-0.05,583680,-0.7342063784599304
0.0,584320,-0.7282497882843018
0.0,584960,-0.7294200658798218
0.0,585600,-0.7584319114685059
0.0,586240,-0.7633602619171143
0.0,586880,-0.7774786353111267
0,587520,-0.7905483245849609
0.0,588160,-0.7688483595848083
0.0,588800,-0.7494707107543945
0.0,589440,-0.7592071890830994
-0.05,590080,-0.7502179145812988
-0.05,590720,-0.7532938718795776
-0.05,591360,-0.7579771876335144
0.0,592000,-0.7492859959602356
0.0,592640,-0.7388434410095215
0.0,593280,-0.7531189918518066
0.0,593920,-0.76418137550354
0.0,594560,-0.7859572172164917
0.0,595200,-0.8208215832710266
0.0,595840,-0.8450563549995422
0.0,596480,-0.844618022441864
-0.05,597120,-0.8751034140586853
-0.1,597760,-0.8764169812202454
-0.05,598400,-0.857639729976654
-0.05,599040,-0.8529478311538696
0.0,599680,-0.8475622534751892
-0.05,600320,-0.8025005459785461
-0.05,600960,-0.7818544507026672
-0.05,601600,-0.7811169624328613
0.0,602240,-0.7595982551574707
0.0,602880,-0.7181963324546814
0.0,603520,-0.6937096118927002
0.0,604160,-0.6711567044258118
0.0,604800,-0.6770312786102295
0.0,605440,-0.6820486187934875
0.0,606080,-0.6590194702148438
0.0,606720,-0.6488240361213684
0.0,607360,-0.6521605849266052
0.0,608000,-0.6547725200653076
0.0,608640,-0.6628575325012207
0.0,609280,-0.6800167560577393
-0.05,609920,-0.6782100200653076
-0.1,610560,-0.692381739616394
0.0,611200,-0.6773545742034912
0.0,611840,-0.645600438117981
0,612480,-0.6306440830230713
-0.1,613120,-0.6327624320983887
0.0,613760,-0.6459623575210571
0.0,614400,-0.6425008177757263
-0.05,615040,-0.627360463142395
0.0,615680,-0.6346032619476318
0.0,616320,-0.6375951766967773
-0.05,616960,-0.6548399329185486
0.0,617600,-0.6586230397224426
0.0,618240,-0.6381145715713501
0.0,618880,-0.6266541481018066
0.0,619520,-0.6366796493530273
-0.1,620160,-0.627377450466156
0.0,620800,-0.6913934946060181
0.0,621440,-0.682448148727417
0.0,622080,-0.6862044334411621
-0.15,622720,-0.6613494157791138
0.0,623360,-0.68028324842453
0.0,624000,-0.681965708732605
0.0,624640,-0.6842862963676453
0.0,625280,-0.7030510306358337
0.0,625920,-0.713586688041687
0.0,626560,-0.7119140028953552
0.0,627200,-0.7010865211486816
0.0,627840,-0.6951050758361816
0.0,628480,-0.6683893203735352
0.0,629120,-0.6558619737625122
0.0,629760,-0.6438625454902649
0.0,630400,-0.6360598802566528
0.0,631040,-0.630850076675415
0.0,631680,-0.6576923727989197
0.0,632320,-0.6811978220939636
0.0,632960,-0.6639391183853149
0.0,633600,-0.6741302013397217
0.0,634240,-0.6754727363586426
0.0,634880,-0.6762282848358154
0.0,635520,-0.7139163017272949
0.0,636160,-0.7377097606658936
